LAST-NAME,FIRST-NAME,MIDDLE-NAME,STUDENT-ID,INTERNAL-ID,GRADE,PHONE_NUMBER,GENDER,GRADYEAR,ADDRESS,SECOND_PHONE,BIRTHDATE,THIRD_PHONE,EMAIL_ADDRESS,DUAL-CREDIT-ELIGIBLE,PROGRAM-OF-STUDY
OLIVER,REUEL,Fawn,27162,258420,12,(532) 302-6442,M,2022,55 Hilltop Drive,(789) 261-1271,5/1/2004,(721) 288-6246,dmiller@me.com,FALSE,Digital Communications
OLVERA,NATASHA,Henry,29918,271214,10,(797) 486-0489,F,2024,372 Pumpkin Hill Road,(637) 625-0564,6/17/2006,(893) 253-2414,devphil@verizon.net,FALSE,Plant Science
ORDONEZ,BILLY,Cody,11667,169365,12,(885) 686-5942,M,2022,89 Shirley St.,(782) 862-8106,4/8/2004,(242) 501-1868,hikoza@sbcglobal.net,FALSE,Plumbing and Piperfitting
ORELLANA,ALI,Arden,19226,217415,10,(533) 701-4998,M,2024,7424 Hilltop Ave.,(938) 910-0682,2/1/2006,(611) 745-5618,kmself@me.com,FALSE,Welding
OROZCO LOPEZ,ANTHONY,Miriam,28540,264894,12,(874) 524-7702,M,2022,45 Hillcrest St.,(823) 770-1014,2/22/2004,(927) 513-3432,aglassis@yahoo.ca,FALSE,Diesel and Heavy Equipment
ORTEGA,NAYANNA,Nicolas,23541,240579,9,(933) 627-6875,F,2025,655 Third Rd.,(539) 606-1587,1/4/2007,(255) 985-2658,subir@att.net,FALSE,Healthcare Therapeutic
ORTIZ,JULIANNE,Dominick,19230,217438,9,(232) 813-5798,F,2025,742 Crescent St.,(682) 494-6520,9/8/2007,(888) 710-9241,frederic@yahoo.com,FALSE,Healthcare Informatics
ORTIZ,ABNER,Elein,7263,133630,9,(636) 584-8817,M,2025,9129 Rockcrest Circle,(513) 342-9470,7/24/2007,(729) 777-4523,jbearp@att.net,FALSE,Animal Science
PACHECO,DAYANARA,Jackson,33274,286021,10,(323) 611-1830,F,2024,199 North Rose Ave.,(486) 455-7914,11/14/2006,(527) 498-5559,timtroyr@me.com,FALSE,Welding
PAGE,AI,Imogen,20600,225050,10,(450) 669-0143,F,2024,717 W. Shub Farm Dr.,(514) 822-8142,7/15/2006,(490) 382-6848,reziac@verizon.net,FALSE,Emergency Services
PARKS,CRISTIAN,Aryn,23622,240992,12,(772) 343-6045,M,2022,65 Applegate St.,(505) 554-8383,6/4/2004,(655) 372-6900,parasite@me.com,FALSE,Welding
PARKS,JONATHAN,Damien,6928,130511,11,(377) 386-4690,M,2023,9199 Summerhouse St.,(548) 318-4950,8/5/2005,(601) 771-6489,smallpaul@msn.com,FALSE,Applied Agricultural Engineering
PARRY,JAEDON,Selene,19288,217765,9,(673) 898-8734,M,2025,7377 Fairway Street,(761) 234-4063,1/25/2007,(506) 679-2527,qrczak@yahoo.com,FALSE,Accounting and Financial Services
PATE,SIMON,Reeve,15626,196006,9,(624) 272-8490,M,2025,7953 Fordham Ave.,(829) 573-8261,3/8/2007,(331) 818-5551,ewaters@aol.com,FALSE,Healthcare Therapeutic
PATTERSON,COLE,Tanner,28785,266029,9,(341) 404-7106,M,2025,41 E. Rose Street,(461) 304-4406,5/2/2007,(725) 528-0176,erynf@aol.com,FALSE,Welding
PAYNE,ARLETH,Claude,26996,257629,9,(347) 303-6075,F,2025,58 Bow Ridge St.,(242) 457-6435,8/25/2007,(233) 707-3079,dbindel@live.com,FALSE,Healthcare Therapeutic
PAYNE,ALDAIR,Brighton,6946,130681,11,(735) 457-8950,M,2023,9197 Prairie Ave.,(218) 434-5974,1/23/2005,(468) 951-1475,dvdotnet@verizon.net,FALSE,Applied Agricultural Engineering
PENA MATOS,ANDREW,Irene,21508,229956,9,(290) 627-5762,M,2025,7103 King Street,(620) 791-4495,5/12/2007,(934) 579-7479,atmarks@yahoo.com,FALSE,Plumbing and Piperfitting
PEREIRA,JOAQUIN,Daniel,28729,265770,9,(241) 368-2286,M,2025,422 West Bedford Dr.,(218) 339-8816,1/18/2007,(774) 893-0091,amichalo@mac.com,FALSE,Healthcare Informatics
PEREZ,JUAN,Anneliese,22946,237519,11,(919) 452-5619,M,2023,673 Bank St.,(912) 770-1991,8/5/2005,(763) 589-8624,tubajon@yahoo.ca,FALSE,Emergency Services
PEREZ,DAVID,Ashten,15359,194324,11,(982) 213-4414,M,2023,82 Temple Dr.,(882) 798-5858,4/18/2005,(527) 451-0598,pkilab@live.com,FALSE,Diesel and Heavy Equipment
PEREZ,DAVID,Rory,7501,135801,10,(589) 639-4496,M,2024,91 Liberty St.,(633) 374-7982,8/3/2006,(933) 508-0138,manuals@yahoo.com,FALSE,Design and Multimedia Arts
PEREZ,MIRNA,Orlando,7008,131263,10,(781) 507-3669,F,2024,9167 Del Monte Street,(831) 643-0550,12/24/2006,(360) 612-9026,eidac@me.com,FALSE,Engineering
PEREZ,NOE,Zane,3120,87583,12,(828) 905-4103,M,2022,989 Gonzales Dr.,(437) 585-8952,2/11/2004,(776) 816-8488,luebke@outlook.com,TRUE,Culinary Arts
PERRY,VANESSA,Hope,28800,266098,9,(831) 391-5146,F,2025,40 Queen St.,(795) 997-8721,6/13/2007,(780) 900-8435,nelson@yahoo.com,FALSE,Programming and Software Development
PERRY,JESUS,Brett,27037,257825,11,(756) 933-0013,M,2023,569 East Vale Dr.,(232) 919-0290,6/8/2005,(845) 705-5639,onestab@sbcglobal.net,TRUE,Electrical
PERRY,ANDREW,Isaac,19096,216679,9,(649) 673-3821,M,2025,7468 Bridle Lane,(243) 682-2691,7/2/2007,(283) 573-4260,wortmanj@yahoo.com,FALSE,Healthcare Informatics
PHILLIPS,LAURA,Apollo,31115,276586,10,(342) 607-0052,F,2024,304 E. Pumpkin Hill Court,(517) 928-9823,7/14/2006,(983) 455-0164,jacks@aol.com,FALSE,Architectural Design
PHILLIPS,JAMIE,Wade,16198,199561,9,(740) 947-4648,F,2025,785 Canal St.,(811) 666-1681,11/15/2007,(705) 441-0546,maneesh@att.net,FALSE,Architectural Design
PIEDRA SAUCEDO,DESTINY,Sophia,34065,289401,12,(930) 796-1770,F,2022,132 Church St.,(708) 492-1005,5/7/2004,(877) 289-8007,gtewari@verizon.net,TRUE,Applied Agricultural Engineering
PLAYER,KOBE,Linnea,24698,246420,12,(710) 732-8846,M,2022,616 Academy St.,(788) 282-6977,7/7/2004,(201) 482-6301,fallorn@msn.com,FALSE,Programming and Software Development
PORRAZ,DEVIN,Xavier,3228,89086,10,(874) 720-6312,M,2024,987C South Talbot Street,(719) 798-5395,4/9/2006,(904) 819-9435,ianbuck@sbcglobal.net,FALSE,Cosmetology 
PORTILLA,NEVAEH,Brendon,8664,145950,12,(248) 935-4089,F,2022,8946 Annadale St.,(986) 820-8715,4/19/2004,(241) 724-5052,choset@optonline.net,TRUE,Design and Multimedia Arts
PORTIS,KELSIE,Elias,3274,89719,11,(479) 325-4572,F,2023,9872 Lower River Dr.,(630) 639-6173,1/14/2005,(790) 681-9099,wayward@msn.com,FALSE,Emergency Services
POWERS,BRISEIDA,Rosalind,26974,257524,9,(450) 496-0629,F,2025,581 Plymouth St.,(792) 967-2972,4/19/2007,(927) 739-9032,yenya@att.net,FALSE,Cybersecurity
POWERS,KAREN,Hyrum,22298,234141,10,(332) 381-3503,F,2024,674 W. Division Drive,(955) 494-0718,2/6/2006,(759) 681-8349,emmanuel@me.com,FALSE,Culinary Arts
PRADIA,LORA,Randall,15231,193513,9,(234) 849-6178,F,2025,828 Sycamore Drive,(543) 381-7086,11/19/2007,(564) 613-9098,mfleming@gmail.com,FALSE,Welding
PRADO,CRYSTAL,Vincent,15128,192857,12,(698) 321-7096,F,2022,843 Primrose St.,(738) 741-8278,10/25/2004,(957) 617-7788,keijser@icloud.com,FALSE,Legal Studies
PRICE,ISRAEL,Charles,34218,290050,12,(273) 862-6010,M,2022,13 Nicolls Road,(892) 840-5492,1/4/2004,(280) 734-3607,violinhi@att.net,FALSE,Accounting and Financial Services
PRICE,JOSE,Apollo,7128,132382,10,(414) 495-4504,M,2024,9142 North Lees Creek Street,(802) 728-8869,3/17/2006,(495) 956-2112,paina@aol.com,FALSE,Welding
PUENTE,MARCO,Joanna,32841,284154,10,(651) 952-7089,M,2024,210 Creekside Rd.,(544) 206-6844,5/10/2006,(501) 829-4855,agolomsh@optonline.net,FALSE,Culinary Arts
PUENTE GONZALEZ,IVY,Julian,28783,266019,9,(678) 986-6301,F,2025,413 Golf Road,(500) 595-1603,8/1/2007,(533) 471-0512,sjmuir@mac.com,FALSE,Emergency Services
PURCELL,JAYLEN,Ryder,28483,264629,9,(878) 260-4667,M,2025,48 Oakwood Drive,(348) 731-4874,8/19/2007,(537) 867-5813,sharon@gmail.com,FALSE,Cybersecurity
QUEZADA ESTRADA,NATHALIE,Rhett,19211,217330,12,(777) 334-0619,F,2022,7445 East Newcastle Ave.,(511) 640-1742,10/13/2004,(424) 962-5998,monkeydo@outlook.com,TRUE,Applied Agricultural Engineering
QUINTANA,JAZMIN,Cash,19460,218734,10,(607) 918-9670,F,2024,7313 Mayfair St.,(401) 812-0929,6/20/2006,(378) 582-3109,skythe@live.com,FALSE,Family and Consumer Services
QUINTANILLA MORENO,ROBERT,Trey,34145,289740,9,(225) 935-3950,M,2025,13 North Linden St.,(819) 633-7743,9/2/2007,(856) 922-5776,munge@mac.com,FALSE,Healthcare Therapeutic
QUIROZ,SARA,Dustin,30771,275053,9,(257) 561-7653,F,2025,33 Jefferson Street,(889) 927-1689,4/10/2007,(269) 978-5920,kewley@yahoo.com,FALSE,Animal Science
RAIZOLA,WALTER,Syllable,33231,285836,9,(400) 749-8846,M,2025,2 Race St.,(625) 926-9331,6/19/2007,(242) 357-0123,dmiller@live.com,FALSE,Diesel and Heavy Equipment
RAMIREZ,DAMIAN,Elein,31134,276670,12,(259) 530-4853,M,2022,302 Riverview Drive,(853) 337-8200,2/19/2004,(871) 313-9606,eurohack@aol.com,FALSE,Healthcare Informatics
RAMIREZ,JOSUE,Madisen,15516,195315,9,(471) 538-0013,M,2025,819 West Ohio Street,(998) 387-8581,8/23/2007,(870) 383-6067,hamilton@hotmail.com,FALSE,Diesel and Heavy Equipment
RAMIREZ,JESSE,Lillian,15516,195315,9,(702) 433-3553,M,2025,8196 Lafayette St.,(311) 212-3467,6/19/2007,(753) 488-0865,philb@att.net,FALSE,Healthcare Diagnostics
RAMIREZ,OSWALDO,Carmden,15257,193678,9,(845) 337-3352,M,2025,821 Coffee Ave.,(460) 256-6635,12/12/2007,(886) 207-6997,multiplx@att.net,FALSE,Healthcare Diagnostics
RASHEED,RAQUEL,Rylie,14790,190690,9,(903) 472-4399,F,2025,88 West Indian Summer Rd.,(902) 357-5649,3/19/2007,(976) 919-2612,jfinke@optonline.net,FALSE,Design and Multimedia Arts
RAYO,JOSE,Berlynn,30495,273816,12,(953) 709-7110,M,2022,345 Anderson St.,(593) 719-0777,7/21/2004,(761) 888-6065,curly@live.com,TRUE,Accounting and Financial Services
REBOLLOSO,BRANDON,Dante,32041,280672,9,(974) 900-8710,M,2025,26 NW. Cherry Hill Rd.,(573) 566-8818,6/1/2007,(299) 903-6326,larry@aol.com,FALSE,Automotive
RENTERIA,ANGEL,Naomi,15228,193493,10,(445) 338-9999,M,2024,831 Brewery Drive,(420) 782-6955,5/8/2006,(216) 948-3391,meinkej@icloud.com,FALSE,Healthcare Diagnostics
REYES,KENNETH,Monteen,15721,196601,10,(473) 999-2993,M,2024,7931 Sierra Lane,(770) 768-4624,9/15/2006,(648) 482-9895,lauronen@outlook.com,FALSE,Digital Communications
REYES,GABRIELA,Lucinda,15034,192257,10,(951) 492-8827,F,2024,8558 Tallwood Ave.,(584) 214-6388,10/16/2006,(551) 541-5644,tmccarth@msn.com,FALSE,Culinary Arts
REYES-RUIZ,BRIAN,Jane,26150,253560,9,(699) 396-3084,M,2025,595 Cottage Drive,(392) 298-8766,7/23/2007,(488) 434-2494,skajan@msn.com,FALSE,Architectural Design
REYNA,BUNNY,Vanessa,25436,250075,10,(456) 241-4444,F,2024,61 Birchwood Street,(777) 358-0691,12/11/2006,(627) 689-1139,devphil@outlook.com,FALSE,Engineering
RICHARDS,GLORIA,Evony,23097,238299,12,(328) 203-9661,F,2022,67 Bridle Ave.,(820) 677-4246,9/12/2004,(775) 416-6140,dwsauder@comcast.net,FALSE,Welding
RICHARDS,KATHERINE,Lynn,14885,191302,9,(677) 957-6546,F,2025,8684 Glenwood Lane,(802) 491-0856,8/1/2007,(678) 254-2420,staikos@gmail.com,FALSE,Diesel and Heavy Equipment
RICO DELCID,GIHOVANNY,Denise,27131,258272,10,(697) 237-6205,M,2024,568 Race Road,(428) 994-7884,6/15/2006,(399) 631-9208,sekiya@aol.com,FALSE,Nursing Science
RIOS,MEYLAN,Matteo,31751,279398,12,(409) 231-5761,F,2022,27 Wellington St.,(466) 932-0066,6/22/2004,(583) 711-2970,valdez@msn.com,FALSE,Plant Science
RIOS,ETHAN,Fern,31660,278998,12,(787) 643-3518,M,2022,294 Old Cardinal Street,(889) 980-9144,10/2/2004,(398) 549-0118,miyop@icloud.com,FALSE,Nursing Science
RIOS,ANTHONY,Reese,22195,233600,9,(835) 513-2119,M,2025,7 SW. State Ave.,(972) 639-8867,10/15/2007,(683) 293-3405,louise@outlook.com,FALSE,Law Enforcement
RIOS,KLIMBERT,Sean,19666,219889,10,(403) 829-4473,M,2024,73 Arrowhead Ave.,(202) 330-9044,5/16/2006,(610) 494-1013,avalon@live.com,FALSE,Welding
RIVAS,FERNANDA,Drew,17649,208308,9,(307) 397-5258,F,2025,7774 Marvon St.,(877) 558-7063,6/22/2007,(392) 957-8695,treeves@verizon.net,FALSE,Cosmetology 
RIVAS,FRANCELY,Emeline,7270,133694,11,(474) 643-5907,F,2023,9121 West Franklin Street,(556) 545-3891,12/4/2005,(784) 264-2533,mfleming@gmail.com,TRUE,Programming and Software Development
RIVERA,JOHNTARRIAN,Annora,27200,258601,9,(643) 347-8574,M,2025,54 W. Fairview Court,(280) 558-1130,12/11/2007,(451) 491-1723,cgcra@mac.com,FALSE,Family and Consumer Services
RIVERA,MATTHEW,Vivian,15207,193360,11,(753) 813-8140,M,2023,8375 Greenview Avenue,(724) 683-9192,8/25/2005,(822) 289-3155,parsimony@me.com,FALSE,Healthcare Informatics
ROBERTSON,JESSTIN,Jasper,19400,218397,12,(938) 609-7203,M,2022,7333 Indian Spring Street,(212) 660-1841,5/16/2004,(922) 318-3652,hahiss@msn.com,FALSE,Nursing Science
ROBLES,EXGUIN,Viola,15467,195006,10,(232) 233-1501,M,2024,8198 Carson Street,(987) 311-4380,7/7/2006,(696) 310-9724,jeteve@optonline.net,FALSE,Healthcare Diagnostics
ROBLES,MELANIE,Naveen,15055,192391,10,(416) 402-3112,F,2024,8511 Gartner Ave.,(215) 674-4519,4/1/2006,(273) 308-7326,uncled@yahoo.com,FALSE,Welding
RODGERS,STEVEN,Debree,22179,233516,9,(407) 260-2429,M,2025,7 Wilson St.,(214) 936-5771,6/7/2007,(923) 476-1001,mrobshaw@me.com,FALSE,Cosmetology 
RODGERS,DAMIAN,Clelia,20934,226867,10,(222) 610-8009,M,2024,7115 Windsor St.,(499) 810-8599,3/2/2006,(614) 518-4164,ribet@yahoo.ca,FALSE,Healthcare Diagnostics
RODRIGUEZ,JEREMY,Conrad,31814,279675,10,(778) 524-0390,M,2024,261 Poplar Drive,(832) 419-3935,1/5/2006,(717) 392-8463,syncnine@msn.com,FALSE,Healthcare Therapeutic
RODRIGUEZ,XALIA-WYNTER,Silvia,27137,258301,9,(411) 426-7978,F,2025,567 North Marshall Dr.,(382) 289-9491,9/7/2007,(621) 416-7914,augusto@verizon.net,FALSE,Culinary Arts
RODRIGUEZ,RA YANNA,Lydon,8228,142230,11,(973) 546-8203,F,2023,896 Manor Station Dr.,(450) 360-0573,10/23/2005,(571) 482-6423,tsuruta@live.com,FALSE,Design and Multimedia Arts
RODRIGUEZ,ARIANA,Dante,8206,142040,10,(256) 477-1770,F,2024,898 Oxford Street,(851) 475-7864,6/9/2006,(533) 527-3880,galbra@msn.com,FALSE,Emergency Services
RODRIGUEZ,BELYNN,Harrison,7787,138366,10,(233) 492-4612,F,2024,9067 East Gartner St.,(522) 480-3158,2/3/2006,(867) 885-9152,neuffer@comcast.net,FALSE,Programming and Software Development
RODRIGUEZ-CORADO,THORNTON,Carlen,15719,196588,10,(762) 225-4534,M,2024,7940 Arrowhead Court,(268) 259-4988,9/1/2006,(385) 485-0996,mcraigw@verizon.net,FALSE,Plant Science
ROMERO,CHARLES,Zoe,33601,287423,9,(829) 888-4741,M,2025,18 Ohio St.,(989) 794-4665,1/19/2007,(699) 475-4479,aprakash@icloud.com,FALSE,Plant Science
ROSALES,CHASE,Caprice,8235,142291,10,(863) 216-8849,M,2024,8958 Heather St.,(364) 655-1049,1/25/2006,(458) 773-5906,rhavyn@live.com,FALSE,Law Enforcement
ROSAS,KLOEY,Sherleen,7810,138570,11,(423) 384-3925,F,2023,9040 East Glendale St.,(472) 296-8556,5/19/2005,(252) 648-1098,kassiesa@outlook.com,FALSE,Family and Consumer Services
ROSS,JACOBY,Tavian,8241,142342,12,(893) 851-8474,M,2022,8951 Wild Rose Avenue,(217) 326-9815,6/22/2004,(413) 943-7370,jtorkbob@me.com,FALSE,Engineering
RUDOLPH,JONATHAN,Noah,14712,190187,9,(567) 607-6665,M,2025,89 Fremont Rd.,(544) 646-5062,6/14/2007,(583) 711-6948,leocharre@comcast.net,FALSE,Emergency Services
RUIZ LOPEZ,DOMINIC,Janetta,14833,190967,9,(626) 720-9458,M,2025,8751 Fairground St.,(369) 212-2126,2/9/2007,(631) 519-8331,mcast@hotmail.com,FALSE,Law Enforcement
RUIZ ZELAYA,TYLER,Hugh,7828,138730,11,(786) 371-2537,M,2023,903 E. Summer Dr.,(893) 964-5155,3/12/2005,(615) 530-6216,ryanvm@outlook.com,FALSE,Healthcare Informatics
RUSSELL,RICKY,Garrison,18795,214964,11,(411) 962-2222,M,2023,7556 South Nicolls Ave.,(621) 316-6526,5/1/2005,(814) 841-2679,sjmuir@live.com,FALSE,Law Enforcement
RUSSELL,DEISY,Malachi,11134,165451,10,(622) 715-2495,F,2024,8901 Pearl Drive,(998) 670-3349,5/12/2006,(320) 479-9066,biglou@att.net,FALSE,Cosmetology 
SAGASTUME MARTINEZ,ZOE,Rayleen,14759,190491,10,(776) 881-7944,F,2024,8861 W. Thomas Ave.,(895) 620-9555,9/25/2006,(852) 976-4562,tezbo@att.net,FALSE,Welding
SALAZAR,TEYANA,Brock,31644,278927,10,(703) 575-1587,F,2024,3 Andover Street,(798) 922-7995,3/23/2006,(746) 931-7309,gommix@optonline.net,FALSE,Architectural Design
SALINAS,AMANDA,Zachary,15574,195679,9,(973) 639-4209,F,2025,8082 Green Lake Street,(763) 624-7843,11/3/2007,(244) 543-9486,bryanw@comcast.net,FALSE,Accounting and Financial Services
SALINAS,ANGEL,Clark,6738,128709,11,(439) 785-7904,M,2023,923 Prospect St.,(447) 318-3758,4/25/2005,(494) 625-4823,aardo@msn.com,FALSE,Programming and Software Development
SANDOVAL,LUIS,Carelyn,15588,195767,9,(955) 569-9880,M,2025,8039 Del Monte Ave.,(340) 623-8283,2/21/2007,(822) 560-8883,rcwil@live.com,FALSE,Digital Communications
SANDOVAL,MATTHEW,Georgina,6823,129519,10,(568) 424-5354,M,2024,9218 E. Bishop Lane,(814) 348-5360,7/26/2006,(254) 535-2371,rupak@mac.com,FALSE,Healthcare Informatics
SANTIAGO,RAMIRO,Everett,30321,273034,11,(761) 376-3637,M,2023,362 Schoolhouse Lane,(472) 694-4531,5/21/2005,(602) 707-2400,osrin@gmail.com,FALSE,Digital Communications
SANTIAGO,ANDERSON,Breean,15774,196932,9,(497) 721-7719,M,2025,7894 West Helen Lane,(658) 679-5064,2/20/2007,(728) 697-2668,parkes@icloud.com,FALSE,Cosmetology 
SAWYER,DANIEL,Lee,22070,232941,10,(421) 318-8155,M,2024,7030 Walt Whitman Rd.,(642) 794-2704,12/17/2006,(312) 738-9513,sassen@msn.com,FALSE,Accounting and Financial Services
SCHIMPF-PHILLIPS,JESUS,Korin,7638,137036,11,(247) 375-1908,M,2023,91 E. Peachtree St.,(683) 659-3015,8/1/2005,(985) 845-7689,ehood@sbcglobal.net,TRUE,Nursing Science
SHANNON,JOSEPH,Jae,22106,233131,11,(752) 214-2329,M,2023,700 Bridge Lane,(228) 495-5013,11/24/2005,(905) 748-4429,specprog@yahoo.ca,FALSE,Healthcare Informatics
SHELLMIRE,ALONDRA,Gwendolen,18871,215398,9,(710) 623-8010,F,2025,7529 East Coffee Ave.,(914) 788-9901,1/27/2007,(397) 287-4048,burniske@verizon.net,FALSE,Diesel and Heavy Equipment
SHEPHERD,ANGELA,Marguerite,27150,258363,9,(844) 320-2735,F,2025,55 Orchard Lane,(271) 793-1433,8/26/2007,(372) 797-1010,russotto@outlook.com,FALSE,Diesel and Heavy Equipment
SIMIEN,DAGMAR,Brock,7738,137930,10,(895) 937-7568,M,2024,907 Buckingham Road,(984) 540-3067,3/7/2006,(657) 997-8926,kawasaki@icloud.com,FALSE,Animal Science
SMITH,GENESIS,Susannah,15855,197437,10,(372) 876-0324,F,2024,787 Mechanic Drive,(800) 273-8300,10/4/2006,(527) 276-8598,heine@live.com,FALSE,Healthcare Diagnostics
SMITH,DIANA,Vernon,15571,195661,9,(370) 471-5425,F,2025,81 Mammoth Ave.,(427) 661-2406,2/5/2007,(678) 824-6927,plover@yahoo.com,FALSE,Automotive
SMITH,LITZY,Mae,15535,195434,9,(503) 877-8260,F,2025,812 Virginia Rd.,(682) 254-0910,3/8/2007,(355) 845-1568,chunzi@yahoo.com,FALSE,Plumbing and Piperfitting
SMITH,VICTOR,Kae,7880,139190,10,(577) 972-9979,M,2024,9020 South Golf Street,(239) 894-4652,6/10/2006,(997) 501-0626,credmond@aol.com,FALSE,Applied Agricultural Engineering
SMITH,DANIEL,Fern,7787,138366,11,(438) 727-4349,M,2023,905 S. Gregory Street,(553) 889-3558,11/10/2005,(213) 658-2751,dpitts@aol.com,TRUE,Digital Communications
SOLORZANO,JACQUELINE,Alice,15540,195466,9,(939) 936-5634,F,2025,81 Proctor Dr.,(997) 789-3017,11/19/2007,(542) 882-7758,portscan@att.net,FALSE,Programming and Software Development
SOSA,RANDY,Kylie,25833,252019,9,(820) 241-4070,M,2025,6 Wayne Court,(523) 469-1341,8/14/2007,(658) 266-5320,lstein@comcast.net,FALSE,Cybersecurity
SOWELLS,JOCELYN,Matteo,7984,140105,10,(557) 478-4223,F,2024,9004 Rockland Court,(938) 944-2180,2/21/2006,(558) 824-7342,flaviog@hotmail.com,FALSE,Teaching and Training
SPAHNI,JOEL,Ocean,15525,195371,9,(993) 632-1546,M,2025,818 Foxrun Lane,(963) 577-2713,3/7/2007,(809) 759-5677,jeteve@gmail.com,FALSE,Culinary Arts
SPANN,WILLIAM,Robert,7996,140211,10,(826) 217-9179,M,2024,90 Hawthorne St.,(449) 851-8976,12/17/2006,(794) 457-7239,barnett@icloud.com,FALSE,Healthcare Diagnostics
STANTON,MIGUEL,Miranda,15583,195736,9,(237) 451-7104,M,2025,806 East Foster St.,(929) 744-4411,12/27/2007,(745) 674-0456,gslondon@me.com,FALSE,Nursing Science
STANTON,ANTHONY,Syllable,14784,190652,9,(277) 782-6459,M,2025,8824 South Durham Circle,(494) 522-7157,4/4/2007,(299) 698-9915,library@gmail.com,FALSE,Teaching and Training
STARNES,ABNER,Caren,20416,224043,11,(977) 842-1983,M,2023,720 Homestead Circle,(686) 574-8006,2/13/2005,(792) 817-0957,jgoerzen@me.com,FALSE,Digital Communications
STEVENS,SANTOS,Ace,32133,281074,10,(962) 456-3001,F,2024,24 Jones Street,(528) 764-9829,10/25/2006,(976) 458-4332,gator@comcast.net,FALSE,Cybersecurity
STEVENS,MARIO,Natalie,28931,266702,9,(982) 599-9762,M,2025,397 West Hanover Drive,(280) 227-4917,8/8/2007,(498) 976-1895,frode@sbcglobal.net,FALSE,Emergency Services
STOVER,YESSICA,Conrad,8019,140412,12,(716) 328-4952,F,2022,9 SW. Thomas St.,(896) 441-1054,8/26/2004,(918) 332-3368,seebs@yahoo.com,TRUE,Plant Science
SWANSON,OSCAR,Kae,31707,279205,11,(259) 810-8935,M,2023,291 Riverside Ave.,(461) 224-7079,7/12/2005,(834) 569-1354,nasarius@outlook.com,FALSE,Nursing Science
SWANSON,DVONE,Noel,15707,196513,9,(784) 999-5522,M,2025,7944 Catherine St.,(475) 560-8002,7/7/2007,(663) 490-2254,jsbach@gmail.com,FALSE,Law Enforcement
TAIT,JALYN,Jax,23881,242310,11,(454) 686-5962,M,2023,623 W. Foxrun Ave.,(598) 909-2063,2/8/2005,(638) 587-8630,mpiotr@verizon.net,TRUE,Nursing Science
TAIT,MAYA,Cerise,18583,213748,9,(833) 780-0282,F,2025,77 William Street,(360) 364-6354,8/19/2007,(431) 943-1397,sekiya@me.com,FALSE,Teaching and Training
TAYLOR,CRYSTAL,Jacklyn,28142,263041,12,(524) 463-1603,F,2022,506 Aspen Ave.,(462) 992-2203,5/9/2004,(727) 358-8675,darin@optonline.net,FALSE,Architectural Design
TEZINO,PAULINO,Shane,8041,140605,11,(993) 334-2909,M,2023,9 Market Drive,(378) 792-5639,8/5/2005,(510) 661-8392,ajlitt@aol.com,TRUE,Nursing Science
THOMAS,ARACELY,Brandt,27179,258501,10,(389) 528-1831,F,2024,549 High Noon St.,(811) 331-0348,2/11/2006,(904) 601-6289,makarow@optonline.net,FALSE,Healthcare Therapeutic
THOMPSON,BRENDA,Evelyn,31046,276279,11,(858) 477-5467,F,2023,305 Halifax Court,(603) 232-3733,12/8/2005,(965) 337-6318,sisyphus@aol.com,FALSE,Cybersecurity
THOMPSON,JESUS,Kaitlin,30402,273399,11,(888) 903-6945,M,2023,35 Lower River St.,(960) 664-2259,5/18/2005,(751) 839-3010,frostman@comcast.net,TRUE,Cybersecurity
THOMSON,REGINALD,Lydon,32050,280711,12,(961) 541-1058,M,2022,258 Mulberry Lane,(325) 774-6959,2/10/2004,(822) 562-1835,matloff@gmail.com,FALSE,Animal Science
THOMSON,MAYA,Edward,31747,279381,10,(556) 890-2403,F,2024,278 Livingston Street,(850) 892-4969,8/8/2006,(856) 330-4430,iamcal@verizon.net,FALSE,Nursing Science
TORRES,EDDER,David,14788,190678,9,(244) 601-5910,M,2025,8821 SE. 2nd Street,(908) 496-9819,3/19/2007,(445) 613-2206,saridder@live.com,FALSE,Healthcare Diagnostics
TURNER,RICKY,Nadeen,18722,214546,9,(797) 950-0595,M,2025,7580 Beach Court,(848) 393-8554,7/19/2007,(655) 468-5152,greear@me.com,FALSE,Programming and Software Development
TURNER,JESSICA,Byron,4149,100999,12,(872) 878-0846,F,2022,9817 W. Brewery Road,(970) 837-8780,5/9/2004,(645) 429-6664,phizntrg@aol.com,TRUE,Family and Consumer Services
VALLE,ALVARO,Suzan,21640,230661,10,(272) 598-5303,M,2024,71 St Louis Dr.,(730) 922-5455,6/7/2006,(741) 913-1099,xtang@att.net,FALSE,Architectural Design
VALLEY,JOCELYN,Troy,14963,191803,9,(960) 793-8513,F,2025,868 South Street,(931) 804-1984,4/12/2007,(301) 909-7140,wildfire@me.com,FALSE,Healthcare Informatics
VASQUEZ,KENNETH,Joseph,19124,216838,9,(215) 566-5327,M,2025,7467 Highland Drive,(237) 902-9729,1/16/2007,(555) 236-2443,kramulous@outlook.com,FALSE,Law Enforcement
VASQUEZ,TYLER,Taye,15770,196907,9,(660) 899-1588,M,2025,79 Smith Store Street,(562) 202-3124,2/2/2007,(501) 676-9951,carroll@aol.com,FALSE,Welding
